AccountNumber,TaxMap,GPIN,LUC,Total Land,Land Unit Type,CurYr_LandMarketValue,CurYr_LandUseValue,CurYr_AgricultCredit,CurYr_BuildingValue,CurYr_SFYIValue,CurYr_MarketValue,PrevYr_LandMarketValue,PrevYr_LandUseValue,PrevYr_agricultCredit,PrevYr_BuildingValue,PrevYr_SFYIValue,PrevYr_MarketValue,Description,Full description,,,
369,5-1-0-39-0,6813-98-9660,SNGL FAM SUB,3.12,AC,50500,0,50500,21000,500,72000,49600,0,49600,18900,500,69000,A1,AG/GEN,,,
370,21-5-0-3-0,6850-52-0759,SNGL FAM SUB,3.5,AC,95000,0,95000,183700,0,278700,85500,0,85500,166600,0,252100,A2,AG/LTD,,,
371,14-1-0-11-0,6851-22-5740,AG > 100 AC,107.77,AC,662000,612300,49700,0,0,662000,649000,603200,45800,0,0,649000,A1,AG/GEN,,,
372,14-1-0-11-A,6851-24-0002,AG > 100 AC,102.74,AC,631100,583700,47400,0,0,631100,618700,575000,43700,0,0,618700,A1,AG/GEN,,,
373,33-1-0-14-0,6798-63-6198,SNGL FAM SUB,2,AC,83900,82900,1000,0,0,83900,74900,74000,900,0,0,74900,A2,AG/LTD,,,
374,33-1-0-15-0,6798-72-6637,AG 20-100 AC,74.72,AC,1018700,981500,37200,0,0,1018700,908700,876600,32100,0,0,908700,A2,AG/LTD,,,
375,45-1-0-1-B,6788-81-3460,COMM & IND,0.598,AC,60000,59700,300,0,0,60000,55600,55300,300,0,0,55600,A2,AG/LTD,,,
527,38-1-0-101-0,6707-98-0441,SNGL FAM SUB,5,AC,61200,0,61200,56000,1100,118300,60000,0,60000,49700,900,110600,A1,AG/GEN,,,
528,33-4-0-3-0,6798-53-4839,SNGL FAM SUB,2.61,AC,98900,0,98900,197300,2200,298400,88300,0,88300,162200,2200,252700,A2,AG/LTD,,,
529,30-11-0-7-0,6758-23-4174,SNGL FAM SUB,4.5,AC,87300,0,87300,247400,19200,353900,84600,0,84600,205000,16600,306200,A2,AG/LTD,,,
530,27-1-0-74-0,6728-47-5330,SNGL FAM SUB,15,AC,117200,0,117200,735200,0,852400,115000,0,115000,614800,0,729800,A1,AG/GEN,,,
531,27-1-0-75-0,6728-46-1497,SNGL FAM SUB,1.06,AC,39200,0,39200,0,0,39200,38400,0,38400,0,0,38400,A1,AG/GEN,,,
676,11-1-0-33-T,6811-72-2433-9999,AG 20-100 AC,30,AC,119700,104400,15300,0,0,119700,120000,107100,12900,0,0,120000,A1,AG/GEN,,,
677,12-1-0-44-0,6831-34-5556,AG 20-100 AC,20.31,AC,98800,89400,9400,0,0,98800,95500,86900,8600,0,0,95500,A1,AG/GEN,,,
678,12-1-0-46-0,6831-28-2233,AG 20-100 AC,44.46,AC,216600,179400,37200,0,0,216600,208100,173100,35000,0,0,208100,A1,AG/GEN,,,
680,13-1-0-52-0,6831-98-1034,AG > 100 AC,129.74,AC,307900,0,307900,0,0,307900,305400,0,305400,0,0,305400,A1,AG/GEN,,,
681,14-1-0-2-0,6852-22-6064,AG 20-100 AC,98.09,AC,251500,206300,45200,0,0,251500,246600,204900,41700,0,0,246600,A1,AG/GEN,,,
682,14-1-0-3-0,6852-41-1020,AG 20-100 AC,63.4,AC,161200,132000,29200,0,0,161200,158100,131200,26900,0,0,158100,A1,AG/GEN,,,
683,17-1-0-28-0,6800-62-8867,AG > 100 AC,245.6,AC,116800,0,116800,0,0,116800,107500,0,107500,0,0,107500,A1,AG/GEN,,,
684,17-1-0-45-0,6810-49-4707,AG 20-100 AC,84.6,AC,212400,169300,43100,0,40600,253000,215700,179300,36400,0,36200,251900,A1,AG/GEN,,,
685,18-1-0-1-0,6811-51-6419,AG 20-100 AC,36.57,AC,176600,159700,16900,0,0,176600,175500,160000,15500,0,0,175500,A1,AG/GEN,,,
686,18-1-0-2-0,6811-95-5561,AG > 100 AC,145.28,AC,354100,283700,70400,0,0,354100,345000,282900,62100,0,0,345000,A1,AG/GEN,,,
687,18-1-0-44-0,6810-84-7499,AG 20-100 AC,75.216,AC,187700,152700,35000,0,0,187700,188000,156000,32000,0,0,188000,A1,AG/GEN,,,
688,18-1-0-55-0,6821-31-2588,AG > 100 AC,504.232,AC,1270700,1029400,241300,0,0,1270700,1210200,995000,215200,0,0,1210200,A1,AG/GEN,,,
689,18-1-0-59-0,6820-48-6458,AG > 100 AC,268.65,AC,744700,609900,134800,0,0,744700,738800,623600,115200,0,0,738800,A1,AG/GEN,,,
690,18-1-0-61-0,6820-15-8652,AG 20-100 AC,91.65,AC,307800,265500,42300,0,0,307800,304700,265700,39000,0,0,304700,A1,AG/GEN,,,
691,18-1-0-63-0,6820-35-0708,AG 20-100 AC,57,AC,179300,153000,26300,0,0,179300,179600,155400,24200,0,0,179600,A1,AG/GEN,,,
852,25-1-0-1-0,5799-53-5999,SNGL FAM SUB,10.497,AC,73000,67900,5100,0,0,73000,71200,66700,4500,0,0,71200,A1,AG/GEN,,,
853,67-2-D-22-0,7723-55-9533,SNGL FAM SUB,0,AC,184000,0,184000,268800,1000,453800,160000,0,160000,230200,1000,391200,R1,RES/LTD,,,
854,25-1-0-2-0,5799-33-5203,AG 20-100 AC,57.54,AC,242300,170800,71500,226100,4600,473000,235900,167600,68300,190600,4600,431100,A1,AG/GEN,,,
855,13-13-0-8-0,6841-92-3433,SNGL FAM SUB,2,AC,58600,0,58600,204800,3500,266900,57500,0,57500,177800,3500,238800,A1,AG/GEN,,,
856,26-1-0-35-N,6708-91-5678,SNGL FAM SUB,3.005,AC,50000,0,50000,163700,57900,271600,49000,0,49000,137900,52900,239800,A1,AG/GEN,,,
209,44-20-0-3-0,6787-42-6745,SNGL FAM SUB,3.61,AC,111300,0,111300,0,0,111300,99400,0,99400,0,0,99400,A2,AG/LTD,,,
210,44-20-0-5-0,6787-42-3969,SNGL FAM SUB,3.05,AC,99300,0,99300,97100,300,196700,88600,0,88600,80900,300,169800,A2,AG/LTD,,,
211,32-2-0-2-0,6778-86-8431,SNGL FAM SUB,19.22,AC,260900,0,260900,0,0,260900,232100,0,232100,0,0,232100,A2,AG/LTD,,,
212,32-2-0-3-A,6778-87-6127,SNGL FAM SUB,3.65,AC,95900,0,95900,0,0,95900,85700,0,85700,0,0,85700,A2,AG/LTD,,,
214,17-1-0-24-0,6709-59-6078,SNGL FAM SUB,1.62,AC,42300,0,42300,235800,0,278100,41400,0,41400,0,0,41400,A1,AG/GEN,,,
215,17-1-0-25-0,6709-59-4142,SNGL FAM SUB,1.127,AC,39500,0,39500,169100,4800,213400,38700,0,38700,146500,4900,190100,A1,AG/GEN,,,
216,17-1-0-25-A,6709-59-1299,SNGL FAM SUB,2.06,AC,44700,0,44700,184200,35600,264500,43800,0,43800,137200,28800,209800,A1,AG/GEN,,,
217,45-1-0-19-A,6797-09-5169,SNGL FAM SUB,1.79,AC,82600,0,82600,257400,41100,381100,73700,0,73700,214600,33900,322200,A2,AG/LTD,,,
218,46-9-0-B-4,7707-77-3653,SNGL FAM SUB,7.344,AC,191800,0,191800,231700,1600,425100,174400,0,174400,192100,1600,368100,A2,AG/LTD,,,
219,26-9-0-A-0,6719-13-5866,SNGL FAM SUB,10.99,AC,70500,0,70500,0,0,70500,69700,0,69700,0,0,69700,A1,AG/GEN,,,
220,26-2-0-2-D,6719-00-2363,SNGL FAM SUB,10.4,AC,91400,0,91400,230200,100,321700,89700,0,89700,202600,100,292400,A1,AG/GEN,,,
221,26-1-0-63-0,6719-13-0638,SNGL FAM SUB,4,AC,57600,0,57600,0,1100,58700,56000,0,56000,0,1100,57100,A1,AG/GEN,,,
222,33-2-0-1-0,6798-06-9672,SNGL FAM SUB,4.417,AC,113300,0,113300,105900,5100,224300,101300,0,101300,86700,5100,193100,A2,AG/LTD,,,
223,63-1-0-132-D,7715-71-1735,SNGL FAM SUB,1,AC,108400,0,108400,0,0,108400,94300,0,94300,0,0,94300,A2,AG/LTD,,,
224,44-1-0-53-0,6787-31-1219,AG 20-100 AC,20,AC,227000,0,227000,0,0,227000,202300,0,202300,0,0,202300,A2,AG/LTD,,,
225,44-1-0-76-0,6787-52-8758,SNGL FAM SUB,1.72,AC,81500,0,81500,241900,1500,324900,72800,0,72800,196800,1500,271100,A2,AG/LTD,,,
227,30-1-0-102-0,6769-30-2137,SNGL FAM SUB,3.484,AC,91000,0,91000,223800,64500,379300,84900,0,84900,161100,58500,304500,A2,AG/LTD,,,
228,44-2-0-4-0,6787-73-8645,SNGL FAM SUB,1.3,AC,74200,0,74200,115400,1000,190600,66300,0,66300,93400,1000,160700,A2,AG/LTD,,,
229,26-1-0-56-0,6719-22-7198,SNGL FAM SUB,4,AC,57100,0,57100,94700,4700,156500,56000,0,56000,81600,4700,142300,A1,AG/GEN,,,
230,26-1-0-55-0,6719-22-5073,SNGL FAM SUB,2.34,AC,47000,41100,5900,0,4300,51300,46000,40400,5600,0,4300,50300,A1,AG/GEN,,,
231,26-1-0-57-0,6719-22-3212,SNGL FAM SUB,6.27,AC,70900,26600,44300,160900,11600,243400,69600,26500,43100,136100,11600,217300,B1A1,BS & AG,,,
232,26-1-0-70-0,6719-36-0045,SNGL FAM SUB,14.49,AC,112200,0,112200,115600,0,227800,112200,0,112200,90400,0,202600,A1,AG/GEN,,,
233,26-1-0-71-0,6719-46-4179,AG 20-100 AC,57.66,AC,265700,0,265700,249700,87300,602700,264600,0,264600,205100,80600,550300,A1,AG/GEN,,,
234,12-1-0-1-A,6822-87-0296,SNGL FAM SUB,1,AC,40300,0,40300,69200,3000,112500,39000,0,39000,68300,3000,110300,A1,AG/GEN,,,
235,55-14-0-8-0,6785-48-1400,SNGL FAM SUB,6.33,AC,147100,0,147100,330400,0,477500,131400,0,131400,272400,0,403800,A2,AG/LTD,,,
236,45-1-0-58-C,6797-08-6501,SNGL FAM SUB,1,AC,70100,0,70100,119900,0,190000,62600,0,62600,92700,0,155300,A2,AG/LTD,,,
237,44-2-0-6-A,6787-74-9172,SNGL FAM SUB,0.67,AC,58700,0,58700,91100,800,150600,52400,0,52400,74000,800,127200,A2,AG/LTD,,,
238,44-20-0-4-0,6787-42-5100,SNGL FAM SUB,6,AC,136100,0,136100,0,0,136100,121600,0,121600,0,0,121600,A2,AG/LTD,,,
239,6-1-0-60-0,6832-59-8472,AG 20-100 AC,46.86,AC,276100,212300,63800,0,3300,279400,270100,209300,60800,0,3100,273200,A1,AG/GEN,,,
240,44-1-0-52-A,6787-32-3380,SNGL FAM SUB,19.418,AC,269600,260600,9000,0,0,269600,241100,232800,8300,0,0,241100,A2,AG/LTD,,,
241,44-1-0-53-A,6787-31-3954,SNGL FAM SUB,6.46,AC,114800,111800,3000,0,0,114800,102700,100000,2700,0,0,102700,A2,AG/LTD,,,
242,44-12-0-A-0,6787-42-1938,SNGL FAM SUB,1.24,AC,73400,0,73400,280100,0,353500,65600,0,65600,233500,0,299100,A2,AG/LTD,,,
243,44-12-0-C-0,6787-42-0686,SNGL FAM SUB,1.29,AC,74100,73500,600,0,0,74100,66200,65700,500,0,0,66200,A2,AG/LTD,,,
244,43-7-0-5-0,6777-09-2456,SNGL FAM SUB,4.136,AC,95800,0,95800,12000,100,107900,85400,0,85400,11800,100,97300,A2,AG/LTD,,,
245,57-1-0-18-0,7706-24-0802,SNGL FAM SUB,11.44,AC,86600,0,86600,0,0,86600,75200,0,75200,0,0,75200,A2,AG/LTD,,,
246,57-1-0-29-0,7706-01-9955,SNGL FAM SUB,2.9,AC,144900,0,144900,52700,300,197900,126000,0,126000,45100,300,171400,A2,AG/LTD,,,
247,30-3-0-B-0,6768-39-2329,SNGL FAM SUB,3.736,AC,94000,0,94000,229700,2000,325700,87900,0,87900,195400,2000,285300,A2,AG/LTD,,,
248,45-1-0-58-0,6797-07-7415,SNGL FAM SUB,14.02,AC,265600,0,265600,0,0,265600,237700,0,237700,0,0,237700,A2,AG/LTD,,,
249,44-1-0-51-0,6787-33-6091,SNGL FAM SUB,2,AC,83900,0,83900,188900,10700,283500,74900,0,74900,159900,6700,241500,A2,AG/LTD,,,
250,57-1-0-32-0,7706-12-0643,SNGL FAM SUB,5,AC,203100,0,203100,655600,0,858700,176700,0,176700,553500,0,730200,A2,AG/LTD,,,
251,26-21-0-4-0,6709-94-2202,SNGL FAM SUB,5.008,AC,63600,0,63600,175400,17900,256900,117200,0,117200,146300,0,263500,RR,RES/RUR,,,
252,27-1-0-50-0,6729-06-0614,SNGL FAM SUB,17.93,AC,108800,0,108800,0,0,108800,105700,0,105700,0,0,105700,A1,AG/GEN,,,
253,29-12-0-2-0,6748-78-1789,SNGL FAM SUB,1,AC,54000,0,54000,0,0,54000,49900,0,49900,0,0,49900,A1,AG/GEN,,,
254,26-9-0-B-1,6719-14-8334,SNGL FAM SUB,4.03,AC,56900,0,56900,166500,21400,244800,55300,0,55300,141400,18600,215300,A1,AG/GEN,,,
255,17-1-0-39-B,6801-61-9682,SNGL FAM SUB,12.28,AC,89000,44400,44600,126100,9800,224900,88800,45900,42900,114100,9800,212700,A1,AG/GEN,,,
256,1-1-0-22-E,6804-66-0609,AG 20-100 AC,28,AC,136700,89900,46800,379700,90200,606600,134200,89500,44700,320300,83100,537600,A1,AG/GEN,,,
257,1-1-0-22-D,6804-77-3029,SNGL FAM SUB,0.425,AC,2200,0,2200,0,0,2200,2100,0,2100,0,0,2100,A1,AG/GEN,,,
258,1-1-0-22-F,6804-67-5664,AG 20-100 AC,20,AC,107800,0,107800,233700,21100,362600,105900,0,105900,204200,19600,329700,A1,AG/GEN,,,
259,55-1-0-45-C,6786-53-2128,SNGL FAM SUB,2.17,AC,89400,0,89400,0,0,89400,79800,0,79800,0,0,79800,A2,AG/LTD,,,
260,57-1-0-28-0,7706-01-9658,SNGL FAM SUB,5.128,AC,203500,0,203500,309300,100,512900,177000,0,177000,272400,100,449500,A2,AG/LTD,,,
261,44-11-0-D-0,6786-29-7245,SNGL FAM SUB,8.85,AC,183100,0,183100,119800,700,303600,163900,0,163900,101800,700,266400,A2,AG/LTD,,,
262,19-1-0-50-F,6830-77-6964,SNGL FAM SUB,11.75,AC,90200,79000,11200,0,0,90200,84000,73600,10400,0,0,84000,A1,AG/GEN,,,
263,18-1-0-6-B,6810-78-4487,AG 20-100 AC,21.258,AC,90300,76800,13500,0,3500,93800,86100,73400,12700,0,0,86100,A1,AG/GEN,,,
264,44-2-0-6-B,6787-74-8019,SNGL FAM SUB,1.03,AC,70600,0,70600,96400,0,167000,63000,0,63000,79300,0,142300,A2,AG/LTD,,,
266,44-1-0-52-0,6787-33-3052,SNGL FAM SUB,2.358,AC,88800,0,88800,102900,300,192000,79300,0,79300,84600,300,164200,A2,AG/LTD,,,
267,44-1-0-52-D,6787-32-6742,SNGL FAM SUB,2.508,AC,90900,0,90900,210800,1500,303200,81100,0,81100,173800,1500,256400,A2,AG/LTD,,,
268,26-1-0-61-0,6719-24-5787,SNGL FAM SUB,2.05,AC,46300,0,46300,123800,0,170100,44300,0,44300,101000,0,145300,A1,AG/GEN,,,
269,30-1-0-115-C,6759-54-8571,SNGL FAM SUB,3,AC,71000,0,71000,75900,6300,153200,63100,0,63100,63500,6300,132900,A2,AG/LTD,,,
270,44-1-0-54-0,6787-32-9358,SNGL FAM SUB,3,AC,94100,92700,1400,0,0,94100,84000,82700,1300,0,0,84000,A2,AG/LTD,,,
272,63-1-0-148-0,7715-70-8064,SNGL FAM SUB,6.33,AC,162900,0,162900,0,8000,170900,141500,0,141500,0,7100,148600,A2,AG/LTD,,,
274,26-1-0-62-0,6719-24-3545,SNGL FAM SUB,6.868,AC,71800,0,71800,105900,2200,179900,71400,0,71400,87000,2200,160600,A1,AG/GEN,,,
275,18-4-0-4-D,6820-10-3494,SNGL FAM SUB,2.851,AC,51100,0,51100,120600,4200,175900,49100,0,49100,100900,3500,153500,A1,AG/GEN,,,
276,47-13-0-C-0,7727-12-6153,SNGL FAM SUB,5.01,AC,213400,0,213400,0,0,213400,190700,0,190700,0,0,190700,A2,AG/LTD,,,
277,58-3-C-5-0,7726-16-9906,SNGL FAM SUB,0,AC,88000,0,88000,221000,200,309200,80000,0,80000,189000,200,269200,RN,RESIDEN,,,
278,44-2-0-5-0,6787-73-7427,SNGL FAM SUB,1.3,AC,74200,0,74200,112300,1500,188000,66300,0,66300,94700,1500,162500,A2,AG/LTD,,,
279,18-8-0-6-0,6820-10-6521,SNGL FAM SUB,2.913,AC,51500,0,51500,162700,19600,233800,49500,0,49500,133400,16600,199500,A1,AG/GEN,,,
280,26-9-0-B-0,6719-23-2567,SNGL FAM SUB,6.94,AC,73900,0,73900,0,0,73900,70700,0,70700,0,0,70700,A1,AG/GEN,,,
281,11-1-0-53-B,6822-33-4779,SNGL FAM SUB,3.13,AC,50600,0,50600,135000,2500,188100,49700,0,49700,121300,2500,173500,A1,AG/GEN,,,
282,43-1-0-79-A,6767-93-1573,SNGL FAM SUB,1.01,AC,70200,0,70200,204800,8900,283900,62700,0,62700,167300,8900,238900,A2,AG/LTD,,,
283,27-7-0-3-0,6718-78-0743,AG 20-100 AC,21.6,AC,124500,0,124500,269600,30800,424900,122000,0,122000,224900,25000,371900,A1,AG/GEN,,,
284,58-12-0-A-0,7726-27-5460,COMM & IND,5.293,AC,2771500,0,2771500,0,0,2771500,2519600,0,2519600,4000,1500,2525100,B1,BUS/GEN,,,
285,57-20-C-11-0,7716-00-6110,SNGL FAM SUB,1.804,AC,315000,0,315000,328900,0,643900,288800,0,288800,298900,0,587700,A2,AG/LTD,,,
286,64-1-0-77-A,7734-51-4766,Academic-Private,20.43,AC,1501300,0,1501300,2273000,105300,3879600,1305300,0,1305300,2260400,76000,3641700,A2,AG/LTD,,,
289,46-16-0-C-0,7707-71-7115,SNGL FAM SUB,13.8,AC,383200,256000,127200,622200,174400,1179800,341800,228500,113300,522000,166800,1030600,A2,AG/LTD,,,
290,46-1-0-37-A,7707-42-9457,SNGL FAM SUB,2.275,AC,128100,0,128100,253800,12600,394500,114400,0,114400,217300,12600,344300,A2RR,AG& RUR,,,
291,45-1-0-22-0,6788-90-3251,SNGL FAM SUB,8.73,AC,176800,0,176800,140200,1000,318000,157700,0,157700,115100,1000,273800,A2,AG/LTD,,,
292,13-10-0-3-0,6841-84-9985,SNGL FAM SUB,1.15,AC,9500,0,9500,0,0,9500,9300,0,9300,0,0,9300,A1,AG/GEN,,,
293,33-1-0-19-0,6798-93-9361,AG > 100 AC,123.3,AC,1541300,1478400,62900,0,0,1541300,1381000,1328000,53000,0,0,1381000,A2,AG/LTD,,,
294,46-1-0-5-0,7707-37-6148,AG 20-100 AC,97.339,AC,1620300,1574500,45800,0,0,1620300,1448600,1407200,41400,0,0,1448600,A2,AG/LTD,,,
295,46-1-0-50-0,7706-59-9672,AG > 100 AC,159.841,AC,2888000,1310300,1577700,5000,52600,2945600,2576300,1170400,1405900,5000,41900,2623200,A2RR,AG& RUR,,,
296,46-1-0-78-0,7707-79-3695,AG 20-100 AC,30,AC,528000,513000,15000,0,0,528000,471000,458100,12900,0,0,471000,A2,AG/LTD,,,
297,46-1-0-101-T,7707-88-8568-9999,AG 20-100 AC,36.207,AC,685500,546700,138800,0,10100,695600,614700,489600,125100,0,10000,624700,A2RR,AG& RUR,,,
298,45-1-0-101-0,6798-91-0133,AG 20-100 AC,73.03,AC,994000,957800,36200,0,0,994000,886800,855500,31300,0,0,886800,A2,AG/LTD,,,
299,45-1-0-101-A,6798-90-0089,SNGL FAM SUB,4,AC,55200,53400,1800,0,0,55200,49200,47500,1700,0,0,49200,A2,AG/LTD,,,
300,45-1-0-102-0,6798-81-2328,SNGL FAM SUB,11.69,AC,224000,218600,5400,0,0,224000,200500,195500,5000,0,0,200500,A2,AG/LTD,,,
301,46-1-0-37-0,7707-52-1056,AG 20-100 AC,28.388,AC,635800,523500,112300,68400,500,704700,567700,467600,100100,57800,500,626000,A2,AG/LTD,,,
302,46-1-0-38-0,7707-31-8704,SNGL FAM SUB,15.77,AC,352400,344400,8000,0,0,352400,314400,307600,6800,0,0,314400,A2,AG/LTD,,,
303,46-1-0-38-A,7707-41-0295,SNGL FAM SUB,12.5,AC,317800,311400,6400,0,0,317800,283800,278400,5400,0,0,283800,A2,AG/LTD,,,
304,46-1-0-40-0,7707-21-8695,AG 20-100 AC,20,AC,386900,377300,9600,0,0,386900,344700,336200,8500,0,0,344700,A2,AG/LTD,,,
305,46-1-0-47-0,7706-29-7598,AG 20-100 AC,79.099,AC,1344700,869800,474900,0,0,1344700,1202300,778400,423900,0,0,1202300,A2RR,AG& RUR,,,
306,46-1-0-48-0,7706-49-6645,SNGL FAM SUB,7.9,AC,218700,122800,95900,123500,100,342300,195000,109500,85500,105400,100,300500,A2,AG/LTD,,,
307,46-3-0-1-0,7707-51-7617,SNGL FAM SUB,10.94,AC,319700,314600,5100,0,0,319700,285200,280500,4700,0,0,285200,A2,AG/LTD,,,
308,46-1-0-39-0,7707-41-5194,SNGL FAM SUB,8.46,AC,264600,151800,112800,367800,300,632700,236100,135600,100500,309900,300,546300,A2,AG/LTD,,,
309,2-1-0-28-0,6814-73-1144,SNGL FAM SUB,0.82,AC,32600,0,32600,64600,2000,99200,32000,0,32000,56800,2000,90800,A1,AG/GEN,,,
310,31-1-0-45-0,6769-85-9933,SNGL FAM SUB,4,AC,97100,0,97100,88200,69700,255000,87800,0,87800,77100,53600,218500,A2,AG/LTD,,,
311,46-8-0-B-1,7707-52-6608,SNGL FAM SUB,2.56,AC,148100,0,148100,564100,8600,720800,132300,0,132300,482800,8100,623200,RR,RES/RUR,,,
312,33-1-0-17-0,6798-65-3420,AG 20-100 AC,78.72,AC,1102000,994200,107800,34800,900,1137700,984700,888900,95800,28000,900,1013600,A2,AG/LTD,,,
313,45-1-0-132-A,6797-39-9266,SNGL FAM SUB,7.23,AC,145600,0,145600,180900,10000,336500,129800,0,129800,149800,10000,289600,A2,AG/LTD,,,
314,45-1-0-25-0,6787-98-4295,SNGL FAM SUB,5,AC,133300,0,133300,100400,700,234400,119000,0,119000,82300,700,202000,A2,AG/LTD,,,
315,46-1-0-54-0,7716-08-2490,SNGL FAM SUB,8.136,AC,238900,0,238900,101200,11500,351600,213300,0,213300,84200,10300,307800,A2,AG/LTD,,,
316,46-1-0-54-A,7716-08-4929,SNGL FAM SUB,2.31,AC,128900,0,128900,177300,9000,315200,115100,0,115100,147600,9000,271700,A2,AG/LTD,,,
320,48-1-0-72-0,7727-95-6187,COMM & IND,80.47,AC,2117100,0,2117100,0,0,2117100,2010000,0,2010000,0,0,2010000,M2A2,INDUSTR,,,
323,54-1-0-7-0,6776-25-9712,SNGL FAM SUB,10,AC,155000,150400,4600,0,0,155000,138200,133900,4300,0,0,138200,A2,AG/LTD,,,
324,44-1-0-73-0,6786-49-9936,AG 20-100 AC,47.804,AC,597600,562400,35200,0,5000,602600,535400,504200,31200,0,5000,540400,A2,AG/LTD,,,
325,57-11-0-5-0,7715-06-6618,SNGL FAM SUB,11.83,AC,515100,333700,181400,430100,32100,977300,447700,289900,157800,207600,15500,670800,A2,AG/LTD,,,
326,42-24-0-A-0,6767-06-6035,COMM & IND,1.5,AC,187400,0,187400,543700,23500,754600,180200,0,180200,509100,17000,706300,RO,RES/OF,,,
327,61-5-0-D-1,6784-98-3750,SNGL FAM SUB,9.8,AC,33300,28800,4500,0,0,33300,29400,25200,4200,0,0,29400,A2,AG/LTD,,,
328,28-1-0-119-0,6739-83-4368,AG > 100 AC,237,AC,936000,775400,160600,181400,30300,1147700,883500,738000,145500,149800,28500,1061800,A1,AG/GEN,,,
329,20-1-0-70-0,6840-65-4187,SNGL FAM SUB,7.66,AC,94900,0,94900,180500,7100,282500,86200,0,86200,153100,7100,246400,A1,AG/GEN,,,
330,45-1-0-132-0,6797-39-2175,SNGL FAM SUB,2.901,AC,96300,0,96300,121700,800,218800,86000,0,86000,99700,800,186500,A2,AG/LTD,,,
332,45-1-0-132-B,6797-29-9127,SNGL FAM SUB,1.874,AC,82700,0,82700,155500,18100,256300,73900,0,73900,126500,15600,216000,A2,AG/LTD,,,
333,45-1-0-24-0,6787-89-1324,AG > 100 AC,152.6,AC,2182800,1987200,195600,5000,0,2187800,1952400,1779400,173000,5000,0,1957400,A2,AG/LTD,,,
334,12-1-0-74-0,6831-82-8507,SNGL FAM SUB,17,AC,58000,49300,8700,0,0,58000,50700,43400,7300,0,0,50700,A1,AG/GEN,,,
335,12-1-0-76-0,6831-72-5469,AG 20-100 AC,33.175,AC,210400,194500,15900,0,0,210400,244400,184800,59600,89600,1000,335000,A1,AG/GEN,,,
336,55-1-0-64-0,6786-64-2639,SNGL FAM SUB,9.45,AC,197700,123300,74400,66500,500,264700,176700,110500,66200,55100,500,232300,A2,AG/LTD,,,
337,42-1-0-96-0,6767-13-1213,COMM & IND,1.04,AC,98500,0,98500,160100,0,258600,94700,0,94700,145300,0,240000,B1,BUS/GEN,,,
338,12-1-0-73-A,6831-62-5580,SNGL FAM SUB,3.47,AC,68100,0,68100,0,0,68100,63000,0,63000,0,0,63000,A1,AG/GEN,,,
339,12-1-0-73-B,6831-62-4512,SNGL FAM SUB,4,AC,75200,0,75200,0,0,75200,68100,0,68100,0,0,68100,A1,AG/GEN,,,
340,29-1-0-43-0,6748-49-4459,AG 20-100 AC,79.381,AC,552200,439600,112600,442100,11900,1006200,543400,440900,102500,378300,11900,933600,A1,AG/GEN,,,
341,42-16-D-2-0,6757-93-0633,SNGL FAM SUB,0.8,AC,89700,0,89700,280900,0,370600,81400,0,81400,265600,0,347000,R1,RES/LTD,,,
342,42-16-D-3-0,6757-83-9734,SNGL FAM SUB,1.2,AC,97800,0,97800,318500,2400,418700,88800,0,88800,297700,2700,389200,R1,RES/LTD,,,
343,45-1-0-18-0,6797-09-8650,SNGL FAM SUB,0.601,AC,8300,0,8300,0,0,8300,7400,0,7400,0,0,7400,A2,AG/LTD,,,
344,45-1-0-19-0,6797-09-1694,SNGL FAM SUB,16.373,AC,288500,0,288500,127600,5500,421600,257900,0,257900,105100,5500,368500,A2,AG/LTD,,,
345,32-10-1-9-0,6778-68-7201,SNGL FAM SUB,1.65,AC,76700,0,76700,168900,1300,246900,68500,0,68500,138500,1300,208300,A2,AG/LTD,,,
347,57-10-0-38-0,7705-67-7724,SNGL FAM SUB,6.94,AC,265000,0,265000,784500,0,1049500,240000,0,240000,726500,0,966500,A2,AG/LTD,,,
348,57-10-0-30-A,7705-67-8110,SNGL FAM SUB,0.12,AC,2300,0,2300,0,0,2300,2100,0,2100,0,0,2100,A2,AG/LTD,,,
349,57-10-0-39-0,7705-67-7321,SNGL FAM SUB,5.18,AC,230000,0,230000,346600,33800,610400,210000,0,210000,335800,28500,574300,A2,AG/LTD,,,
351,16-2-0-D-0,5890-59-0449,AG 20-100 AC,26.24,AC,76300,64200,12100,0,0,76300,75200,64000,11200,0,0,75200,A1,AG/GEN,,,
352,58-21-B-6-0,7716-23-3782,SNGL FAM SUB,1.433,AC,310000,0,310000,522300,0,832300,285000,0,285000,486900,0,771900,A2,AG/LTD,,,
353,32-1-0-32-0,6778-67-9089,COMM & IND,2.39,AC,146500,0,146500,67000,0,213500,139600,0,139600,65600,0,205200,A2,AG/LTD,,,
354,67-3-F-2-0,7723-54-3029,SNGL FAM SUB,0,AC,184000,0,184000,288800,18200,491000,160000,0,160000,242700,15500,418200,R1,RES/LTD,,,
355,18-1-0-54-0,6821-01-9947,SNGL FAM SUB,2,AC,46000,0,46000,162400,200,208600,44000,0,44000,134900,200,179100,A1,AG/GEN,,,
356,43-6-0-2-A,6767-74-0495,SNGL FAM SUB,4.511,AC,104100,0,104100,111500,1000,216600,93000,0,93000,92200,1000,186200,A2,AG/LTD,,,
